Channel 7 TV,460.15,FM Site Tvw7 Lease Television Road BICKLEY
Channel 7 TV,473.95,Channel 10 TV Transmitter Site Welshpool Road CARMEL
Channel 7 TV,473.05,New10 Cottonwood Cres DIANELLA
Channel 7 TV,473.35,New10 Cottonwood Cres DIANELLA
Channel 7 TV,473.65,New10 Cottonwood Cres DIANELLA
Channel 7 TV,473.35,WA wide
Channel 7 TV,473.95,WA wide
Channel 7 TV,474.85,216 St Georges Terrace and Portable PERTH
Australian Protective Service,485.525,Bank West Tower 108 St Georges Terrace PERTH
Australian Protective Service,486.15,300 Horriemiller Dr Intntl Airport PERTH
SES,459.1,WASES Compound Raymond Road WALLISTON
SES,466.925,WASES Compound Raymond Road WALLISTON
SES,123.1,91 Leake Street BELMONT - Aeronautical mobile
SES,131.6,91 Leake Street BELMONT - Aeronautical mobile
SES,467.225,(Hill T) Charles Searson Lookout NOWERGUP
SES,467.475,Westrail Site MARTIN
SES,467.475,Padbury Road GREENMOUNT
SES,468.625,Padbury Road GREENMOUNT
SES,467.475,Lot230 Toodyay Rd REDHILL
SES,467.725,SECWA Site R107 off Scrivener Road SERPENTINE
Boat Torque,464.75,16 Ford Road LESMURDIE
Boat Torque,475.05,Barrack St Jetty PERTH
Coates Hire,419.15,Lot 134 Godfrey Street WALLISTON
Coates Hire,418.825,Lot 134 Godfrey Street WALLISTON
Cockburn hire,493.25,13 Godfrey Street WALLISTON
Pace Couriers,508.9,QV1 250 St Georges Terrace PERTH
Daynite towing,163.05,QV1 250 St Georges Terrace PERTH
Coca Cola,466.225,QV1 250 St Georges Terrace PERTH
Coca Cola,474.525,Walliston Transfer Station Lawnbrook Road BICKLEY
Buswest,487.575,QV1 250 St Georges Terrace PERTH
Dept of Transport,462.5,Capita Building 197 St Georges Terrace PERTH - a lot of data goes over on this! I think it may be MDT.
Dept of Transport,154.625,Water Auth Reservoir Boundary Road MOSMAN PARK
Fisheries Department of WA,164.7125,Turner Hill PINJARRA
Fisheries Department of WA,164.75,Doss Site Canning Mills Road Canning Mills.
Fisheries Department of WA,164.725,Observation City West Coast Highway SCARBOROUGH
Myer Stores security,469.725,Newman St FREMANTLE
Myer Stores security,469.7,Newman St FREMANTLE
St John Ambulance,463.275,Channel 10 TV Transmitter Site Welshpool Road CARMEL
St John Ambulance,412.475,Channel 10 TV Transmitter Site Welshpool Road CARMEL
St John Ambulance,412.65,Channel 10 TV Transmitter Site Welshpool Road CARMEL
St John Ambulance,412.75,Channel 10 TV Transmitter Site Welshpool Road CARMEL
St John Ambulance,463.275,Admiral Road Byford WA
St John Ambulance,413.075,Admiral Road Byford WA
St John Ambulance,413.3,Admiral Road Byford WA
St John Ambulance,412.75,Admiral Road Byford WA
St John Ambulance,78.6625,Admiral Road Byford WA
St John Ambulance,414.15,Admiral Road Byford WA
St John Ambulance,451.25,Admiral Road Byford WA
St John Ambulance,463.275,Telstra Exchange Simpson Avenue ROCKINGHAM
St John Ambulance,413.025,Telstra Exchange Simpson Avenue ROCKINGHAM
St John Ambulance,412.75,Telstra Exchange Simpson Avenue ROCKINGHAM
St John Ambulance,463.275,Dumas House 2 Havelock Street WEST PERTH
St John Ambulance,463.275,Royal Perth Hospital Wellington Street PERTH
St John Ambulance,413.125,Royal Perth Hospital Wellington Street PERTH
St John Ambulance,412.75,Royal Perth Hospital Wellington Street PERTH
St John Ambulance,463.275,Telstra CMTS WAWA Copperhead Ave PADBURY
St John Ambulance,412.575,Telstra CMTS WAWA Copperhead Ave PADBURY
St John Ambulance,412.75,Telstra CMTS WAWA Copperhead Ave PADBURY
St John Ambulance,463.275,Dumas House 2 Havelock Street WEST PERTH
St John Ambulance,413.15,Dumas House 2 Havelock Street WEST PERTH
St John Ambulance,413.35,Fremantle Hospital Lot 1970 Alma Street FREMANTLE
St John Ambulance,412.75,Fremantle Hospital Lot 1970 Alma Street FREMANTLE
St John Ambulance,463.275,Fremantle Hospital Lot 1970 Alma Street FREMANTLE
St John Ambulance,413.225,Fremantle Hospital Lot 1970 Alma Street FREMANTLE
St John Ambulance,463.275,Lot230 Toodyay Rd REDHILL
St John Ambulance,413.1,Lot230 Toodyay Rd REDHILL
St John Ambulance,412.75,Lot230 Toodyay Rd REDHILL
St John Ambulance,413.375,Lot230 Toodyay Rd REDHILL
St John Ambulance,78.7,Lot230 Toodyay Rd REDHILL
St John Ambulance,414.475,Lot230 Toodyay Rd REDHILL
St John Ambulance,463.275,Exchange QUINNS ROCK
St John Ambulance,413.025,Exchange QUINNS ROCK
St John Ambulance,412.75,Exchange QUINNS ROCK
St John Ambulance,413.175,Exchange QUINNS ROCK
St John Ambulance,463.275,Smiths Mill Hill GIDGEGANNUP
St John Ambulance,412.75,Smiths Mill Hill GIDGEGANNUP
St John Ambulance,413.425,Smiths Mill Hill GIDGEGANNUP
St John Ambulance,412.75,CMTS Site off Scarp Road PINJARRA
St John Ambulance,463.275,CMTS Site off Scarp Road PINJARRA
St John Ambulance,413.425,CMTS Site off Scarp Road PINJARRA
St John Ambulance,413.175,CMTS Site off Scarp Road PINJARRA
St John Ambulance,469.525,WA wide
St John Ambulance,469.575,WA wide
St John Ambulance,458.025,WA wide
St John Ambulance,458.075,WA wide
St John Ambulance,415.45,WA wide
ABC TV,463.85,ABC Studios Adelaide Terrace PERTH
ABC TV,474.275,ABC Studios Adelaide Terrace PERTH
ABC TV,168.6125,ABC Studios Adelaide Terrace PERTH
ABC TV,172.9375,ABC Studios Adelaide Terrace PERTH
ABC TV,153.7625,ABC Studios Adelaide Terrace PERTH
ABC TV,169.125,ABC Studios Adelaide Terrace PERTH
ABC TV,463.85,ABC Studios Adelaide Terrace PERTH
POLICE,467.85,CH. 1
POLICE,467.875,CH. 2 VICTORIA PARK Doss Site Canning Mills Road Canning Mills
POLICE,467.9,CH. 3 Bank West Tower 108 St Georges Terrace PERTH
POLICE,467.925,CH. 4
POLICE,467.95,CH. 5
POLICE,467.975,CH. 6
POLICE,468.0,CH. 7 - ROTTNEST Lighthouse ROTTNEST ISLAND
POLICE,468.025,CH. 8 - ARMADALE Police Site Ashurst Drive LESMURDIE
POLICE,468.05,CH. 9 - KINGS PARK Telstra Microwave Site MT Yokine Osborne Road Dianella
POLICE,468.075,CH. 10 -
POLICE,468.1,CH. 11 MT Solus Jarrahdale
POLICE,468.125,CH. 12 - MUNSTER Wawa Site off Henderson Road East Reservoir RFDS Hut MUNSTER
POLICE,468.15,CH. 13 - CITY BEACH Wawa Water Tank off Kalinda Dr CITY BEACH
POLICE,468.175,CH. 14
POLICE,468.2,CH. 15 Bank West Tower 108 St Georges Terrace PERTH
POLICE,468.225,CH. 16 - ROCKINGHAM Cbh Grain Terminal Rockingham Road ROCKINGHAM
POLICE,468.25,CH. 17 Police Site off Scarp Road Near North Spur Road Pinjarra East
POLICE,468.275,CH. 18 Wellington St Water Tower MOSMAN PARK
POLICE,468.3,CH. 19
POLICE,468.325,CH. 20
POLICE,468.35,CH. 21 Telstra Microwave Site MT Yokine Osborne Road Dianella.
POLICE,468.375,CH. 22
POLICE,468.4,CH. 23 - FREMANTLE BEATS Swanbourne Street FREMANTLE
POLICE,468.425,CH. 24
POLICE,468.45,CH. 25
POLICE,468.475,CH. 26 - EMERGANCIES / misc Dumas House 2 Havelock Street WEST PERTH
POLICE,468.5,CH. 27 Bank West Tower 108 St Georges Terrace PERTH
POLICE,468.525,CH. 28
POLICE,468.55,CH. 29
POLICE,468.575,CH. 30 CALM Communications Groupsite Hayman Road KENSINGTON
POLICE,468.6,CH. 31
POLICE,468.625,CH. 32 Padbury Road GREENMOUNT - SES uses this as well
POLICE,468.65,CH. 33
POLICE,468.675,CH. 34 365 Wellington Street PERTH
POLICE,468.7,CH. 35 - FREMANTLE ENQUIRIES Swanbourne Street FREMANTLE
POLICE,468.725,CH. 36 Paxwold Gilchrist Road LESMURDIE
POLICE,468.75,CH. 37 Wawa Site MT Gungin HACKETTS GULLY
POLICE,468.775,CH. 38
POLICE,468.8,CH. 39 Bank West Tower 108 St Georges Terrace PERTH
POLICE,468.825,CH. 40 (Hill T) Charles Searson Lookout NOWERGUP
POLICE,468.85,CH. 41 Water Tank 84 Prisk Street KARRINYUP
POLICE,468.875,CH. 42
POLICE,468.9,CH. 43
POLICE,468.925,CH. 44
POLICE,468.95,CH. 45 MT Eliza PERTH
POLICE,468.975,CH. 46 STW9 Mast Lawnbrook Road WALLISTON
POLICE,469.0,CH. 47 - FREMANTLE Swanbourne Street FREMANTLE
POLICE,469.025,CH. 48 Koondoola Avenue KOONDOOLA
POLICE,469.05,CH. 49 Telstra Microwave Site Great Eastern Highway SAWYERS VALLEY
POLICE,469.075,CH. 50 Shoran Court Reserve OCEAN REEF
POLICE,469.1,CH. 51 Bank West Tower 108 St Georges Terrace PERTH
POLICE,469.125,CH. 52 (Hill T) Charles Searson Lookout NOWERGUP
POLICE,469.15,CH. 53 Smiths Mill Hill GIDGEGANNUP
POLICE,469.175,CH. 54 Padbury Road GREENMOUNT
POLICE,469.2,CH. 55
POLICE,469.225,CH. 56 Police Site Ashurst Drive LESMURDIE
POLICE,469.25,CH. 57 Wawa Tanks TWO ROCKS
POLICE,469.275,CH. 58 Water Tower Mcdonald St JOONDANNA
POLICE,469.3,CH. 59 Swanbourne Street FREMANTLE
POLICE,469.325,CH. 60
POLICE,469.35,CH. 61
POLICE,469.375,CH. 62 Water Tower Hale Street WATERMAN
POLICE,469.4,CH. 63 Bank West Tower 108 St Georges Terrace PERTH
POLICE,469.425,CH. 64 Cbh Grain Terminal Rockingham Road ROCKINGHAM
SECURITY WORK,463.8,City of Melville Security (Thanks Darren)
HF CB 27 MHz,26.965,CH 1 - Aust wide
HF CB 27 MHz,26.975,CH 2 - Aust wide
HF CB 27 MHz,26.985,CH 3 - Aust wide
HF CB 27 MHz,27.005,CH 4 - Aust wide
HF CB 27 MHz,27.015,CH 5 - Aust wide
HF CB 27 MHz,27.025,CH 6 - Aust wide
HF CB 27 MHz,27.035,CH 7 - Aust wide
HF CB 27 MHz,27.055,CH 8 - Truckies channel - Aust wide
HF CB 27 MHz,27.065,CH 9 - emergency - Aust wide
HF CB 27 MHz,27.075,CH 10 - Aust wide
HF CB 27 MHz,27.085,CH 11 - AM calling channel - Aust wide
HF CB 27 MHz,27.105,CH 12 - Aust wide
HF CB 27 MHz,27.115,CH 13 - Aust wide
HF CB 27 MHz,27.125,CH 14 - Aust wide
HF CB 27 MHz,27.135,CH 15 - Aust wide
HF CB 27 MHz,27.155,CH 16 - SSB calling channel - Aust wide
HF CB 27 MHz,27.165,CH 17 - Aust wide
HF CB 27 MHz,27.175,CH 18 - Aust wide
HF CB 27 MHz,27.185,CH 19 - Aust wide
HF CB 27 MHz,27.205,CH 20 - Aust wide
HF CB 27 MHz,27.215,CH 21 - Aust wide
HF CB 27 MHz,27.225,CH 22 - Aust wide
HF CB 27 MHz,27.235,CH 23 - Aust wide
HF CB 27 MHz,27.245,CH 24 - Aust wide
HF CB 27 MHz,27.255,CH 25 - Aust wide
HF CB 27 MHz,27.265,CH 26 - Aust wide
HF CB 27 MHz,27.275,CH 27 - Aust wide
HF CB 27 MHz,27.285,CH 28 - Aust wide
HF CB 27 MHz,27.295,CH 29 - Aust wide
HF CB 27 MHz,27.305,CH 30 - Aust wide
HF CB 27 MHz,27.315,CH 31 - Aust wide
HF CB 27 MHz,27.325,CH 32 - Aust wide
HF CB 27 MHz,27.335,CH 33 - Aust wide
HF CB 27 MHz,27.345,CH 34 - Aust wide
HF CB 27 MHz,27.355,CH 35 - Aust wide
HF CB 27 MHz,27.365,CH 36 - Aust wide
HF CB 27 MHz,27.375,CH 37 - Aust wide
HF CB 27 MHz,27.385,CH 38 - Aust wide
HF CB 27 MHz,27.395,CH 39 - Aust wide
HF CB 27 MHz,27.405,CH 40 - Aust wide
UHF CB,476.425,CH 1 - Repeater output - Aust wide
UHF CB,476.45,CH 2 - Repeater output - Aust wide
UHF CB,476.475,CH 3 - Repeater output - Aust wide
UHF CB,476.5,CH 4 - Repeater output - Aust wide
UHF CB,476.525,CH 5 - Repeater output - output of emergency repeater/ simplex emergency channel - Aust wide
UHF CB,476.55,CH 6 - Repeater output - Aust wide
UHF CB,476.575,CH 7 - Repeater output - Aust wide
UHF CB,476.6,CH 8 - Repeater output - Aust wide
UHF CB,476.625,CH 9 - Simplex - Aust wide
UHF CB,476.65,CH 10 - Simplex - Aust wide
UHF CB,476.675,CH 11 - Simplex - Call channel - Aust wide
UHF CB,476.7,CH 12 - Simplex - Aust wide
UHF CB,476.725,CH 13 - Simplex - Aust wide
UHF CB,476.75,CH 14 - Simplex - Aust wide
UHF CB,476.775,CH 15 - Simplex - Aust wide
UHF CB,476.8,CH 16 - Simplex - Aust wide
UHF CB,476.825,CH 17 - Simplex - Aust wide
UHF CB,476.85,CH 18 - Simplex - Aust wide
UHF CB,476.875,CH 19 - Simplex - Aust wide
UHF CB,476.9,CH 20 - Simplex - Aust wide
UHF CB,476.925,CH 21 - Simplex - Aust wide
UHF CB,476.95,CH 22 - Simplex - Aust wide
UHF CB,476.975,CH 23 - Simplex - Aust wide
UHF CB,477.0,CH 24 - Simplex - Aust wide
UHF CB,477.025,CH 25 - Simplex - Aust wide
UHF CB,477.05,CH 26 - Simplex - Aust wide
UHF CB,477.075,CH 27 - Simplex - Aust wide
UHF CB,477.1,CH 28 - Simplex - Aust wide
UHF CB,477.125,CH 29 - Simplex - Aust wide
UHF CB,477.15,CH 30 - Simplex - Aust wide
UHF CB,477.175,CH 31 - Repeater input - Aust wide
UHF CB,477.2,CH 32 - Repeater input - Aust wide
UHF CB,477.225,CH 33 - Repeater input - Aust wide
UHF CB,477.25,CH 34 - Repeater input - Aust wide
UHF CB,477.275,CH 35 - Repeater input - repeater input of emergency repeater - Aust wide
UHF CB,477.3,CH 36 - Repeater input - Aust wide
UHF CB,477.325,CH 37 - Repeater input - Aust wide
UHF CB,477.35,CH 38 - Repeater input - Aust wide
UHF CB,477.375,CH 39 - Simplex - Aust wide
UHF CB,477.4,CH 40 - Simplex -Truckies channel (listen to this on highways) Aust wide
Cordless phones,30.075,- Aust wide
Cordless phones,30.1,- Aust wide
Cordless phones,30.125,- Aust wide
Cordless phones,30.15,- Aust wide
Cordless phones,30.175,- Aust wide
Cordless phones,30.2,- Aust wide
Cordless phones,30.225,- Aust wide
Cordless phones,30.25,- Aust wide
Cordless phones,30.275,- Aust wide
Cordless phones,30.3,- Aust wide
Baby monitor,30.4,- Aust wide
Baby monitor,30.6,- Aust wide
Wireless microphones,36.7,- Wireless microphones
27MHz marine radio,27.68,CH 68 - Aust wide
27MHz marine radio,27.72,CH 72 - Aust wide
27MHz marine radio,27.82,CH 82 - Aust wide
27MHz marine radio,27.86,CH 86 - Aust wide
27MHz marine radio,27.88,CH 88 - Distress - Aust wide
27MHz marine radio,27.9,CH 90 - Aust wide
27MHz marine radio,27.91,CH 91 - Aust wide
27MHz marine radio,27.94,CH 94 - Aust wide
27MHz marine radio,27.96,CH 96 - Aust wide
27MHz marine radio,27.98,CH 98 - Aust wide
COAST TX SHIP TX UTILISATION,156.05,160.6500 CH 1 - SEAPHONE
